district,date,landslide,state,slope_deg,elevation_m,aspect_deg,curvature,twi,lulc_class,lithology,dist_river_km,drainage_density,ndvi,rain_1d,rain_3d,rain_7d,rain_15d,rain_max3d,is_monsoon,slope_x_rain7d,twi_x_rain15d,rain_intensity_ratio,soil_saturation_proxy
Satara,2022-09-20,0,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,1.9,9.9,75.6,239.3,4.9,1,16.253999999999998,18.1868,0.1743119266055046,27.193181818181817
Thrissur,2021-07-09,0,Kerala,12.1,210,102,-0.15,8.9,1,1,2.8,1.9,0.52,28.3,41.7,78.1,119.5,28.3,1,9.450099999999999,10.6355,2.5139593908629445,38.54838709677419
Sindhudurg,2020-08-05,1,Maharashtra,14.2,280,82,-0.19,8.6,1,3,2.4,2.0,0.53,150.5,287.2,363.4,427.3,150.5,1,51.602799999999995,36.7478,2.893435869266685,112.44736842105264
Kodagu,2016-06-17,0,Karnataka,26.8,1100,85,-0.61,7.0,0,2,0.7,3.4,0.74,26.7,45.5,92.5,177.1,26.7,1,24.79,12.397,2.005364806866953,14.758333333333333
Idukki,2022-06-17,0,Kerala,28.2,1050,95,-0.55,7.2,0,2,0.9,3.1,0.68,17.5,45.2,78.6,118.6,18.2,1,22.1652,8.5392,1.5447667087011352,10.31304347826087
Raigad,2017-06-13,0,Maharashtra,18.9,520,88,-0.33,7.8,1,3,1.3,2.4,0.51,13.1,85.6,170.8,198.4,44.4,1,32.2812,15.4752,0.5346938775510203,32.0
Malappuram,2022-03-17,0,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,0.2,0.8,0.9,4.3,0.6,0,0.1647,0.3483,0.875,0.8269230769230769
Sindhudurg,2022-06-26,0,Maharashtra,14.2,280,82,-0.19,8.6,1,3,2.4,2.0,0.53,28.2,117.5,205.8,289.9,68.2,1,29.2236,24.9314,0.9559322033898303,76.28947368421052
Idukki,2016-07-26,0,Kerala,28.2,1050,95,-0.55,7.2,0,2,0.9,3.1,0.68,21.0,67.5,91.3,168.8,29.4,1,25.746599999999997,12.1536,1.5978260869565217,14.678260869565218
Idukki,2018-01-26,0,Kerala,28.2,1050,95,-0.55,7.2,0,2,0.9,3.1,0.68,0.1,0.3,0.3,0.4,0.2,0,0.0846,0.028800000000000003,0.7000000000000001,0.034782608695652174
Thrissur,2019-07-10,0,Kerala,12.1,210,102,-0.15,8.9,1,1,2.8,1.9,0.52,9.8,40.2,98.4,122.4,18.8,1,11.906400000000001,10.893600000000001,0.6922300706357215,39.483870967741936
Ratnagiri,2016-07-23,0,Maharashtra,16.8,350,75,-0.25,8.3,1,3,2.0,2.1,0.55,34.4,74.2,184.9,437.4,34.4,1,31.063200000000002,36.3042,1.2974137931034482,97.19999999999999
Wayanad,2020-08-17,0,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,7.2,13.7,33.9,263.5,7.2,1,8.3055,20.552999999999997,1.4566473988439308,27.16494845360825
Thrissur,2017-12-17,0,Kerala,12.1,210,102,-0.15,8.9,1,1,2.8,1.9,0.52,0.0,0.1,11.1,13.2,0.0,0,1.3431,1.1748,0.0,4.258064516129032
Wayanad,2018-08-15,1,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,66.0,125.7,189.9,247.8,66.0,1,46.5255,19.328400000000002,2.4239244491080796,25.54639175257732
Dakshina Kannada,2017-12-08,0,Karnataka,20.1,490,96,-0.38,7.7,0,1,1.0,2.7,0.7,0.0,0.4,6.7,8.4,0.3,0,1.3467000000000002,0.6468,0.0,1.423728813559322
Nilgiris,2016-02-17,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,0.0,0.0,0.1,0.2,0.0,0,0.027300000000000005,0.013800000000000002,0.0,0.010416666666666668
Thrissur,2017-04-21,0,Kerala,12.1,210,102,-0.15,8.9,1,1,2.8,1.9,0.52,4.2,7.6,10.4,27.7,4.2,0,1.2584,2.4653,2.6486486486486487,8.935483870967742
Satara,2023-08-04,0,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,10.9,28.4,108.5,499.5,10.9,1,23.3275,37.961999999999996,0.6987179487179488,56.76136363636363
Theni,2023-06-17,0,Tamil Nadu,23.9,940,92,-0.51,7.3,0,2,1.1,3.0,0.66,2.3,2.6,14.0,41.2,2.3,1,3.3459999999999996,3.0076,1.0952380952380951,3.9615384615384617
Dindigul,2015-07-13,0,Tamil Nadu,17.6,620,108,-0.31,8.0,1,2,2.0,2.3,0.49,0.0,0.3,0.6,16.2,0.2,1,0.1056,1.296,0.0,2.25
Uttara Kannada,2016-03-10,0,Karnataka,19.6,610,105,-0.35,7.9,0,3,1.1,2.6,0.71,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Malappuram,2017-07-01,0,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,12.1,25.8,121.1,170.9,12.1,1,22.1613,13.8429,0.6954022988505746,32.86538461538461
Dakshina Kannada,2022-07-30,1,Karnataka,20.1,490,96,-0.38,7.7,0,1,1.0,2.7,0.7,32.0,57.4,121.2,334.5,32.0,1,24.361200000000004,25.756500000000003,1.837571780147662,56.69491525423729
Uttara Kannada,2019-07-01,0,Karnataka,19.6,610,105,-0.35,7.9,0,3,1.1,2.6,0.71,11.2,74.3,131.7,231.2,34.9,1,25.813200000000002,18.2648,0.5921450151057401,32.563380281690144
Ratnagiri,2020-04-08,0,Maharashtra,16.8,350,75,-0.25,8.3,1,3,2.0,2.1,0.55,0.0,0.4,0.6,6.4,0.3,0,0.1008,0.5312,0.0,1.4222222222222223
Sindhudurg,2021-07-22,0,Maharashtra,14.2,280,82,-0.19,8.6,1,3,2.4,2.0,0.53,140.6,340.5,570.5,924.8,140.6,1,81.011,79.5328,1.7230392156862746,243.3684210526316
Ratnagiri,2023-02-10,0,Maharashtra,16.8,350,75,-0.25,8.3,1,3,2.0,2.1,0.55,0.0,0.0,0.0,0.1,0.0,0,0.0,0.0083,0.0,0.022222222222222223
Nilgiris,2018-11-04,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,3.1,13.8,19.6,21.1,7.8,0,5.3508000000000004,1.4559,1.0689655172413792,1.0989583333333335
Malappuram,2017-09-05,0,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,11.4,30.8,92.7,181.4,15.4,1,16.964100000000002,14.693399999999999,0.854389721627409,34.88461538461539
Nilgiris,2018-09-24,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,18.5,28.9,30.1,63.2,18.5,1,8.2173,4.3608,4.204545454545455,3.291666666666667
Ratnagiri,2019-08-06,0,Maharashtra,16.8,350,75,-0.25,8.3,1,3,2.0,2.1,0.55,92.7,397.9,530.1,747.7,248.0,1,89.05680000000001,62.05910000000001,1.2224943481537303,166.15555555555557
Kolhapur,2021-07-25,0,Maharashtra,15.1,460,110,-0.21,8.5,1,3,2.2,2.1,0.46,17.3,188.6,413.0,599.1,148.0,1,62.363,50.923500000000004,0.2927241962774958,106.98214285714286
Pune,2015-04-26,0,Maharashtra,13.4,580,130,-0.17,8.8,2,3,3.2,1.8,0.38,0.0,0.0,0.0,0.5,0.0,0,0.0,0.044000000000000004,0.0,0.07352941176470588
Shivamogga,2015-07-26,0,Karnataka,17.3,540,118,-0.29,8.2,0,3,1.6,2.5,0.65,13.0,27.0,65.0,121.6,13.0,1,11.245,9.9712,1.3850837138508372,18.999999999999996
Kozhikode,2016-04-20,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,0.3,0.5,1.6,14.5,0.3,0,0.25120000000000003,1.2180000000000002,0.9130434782608694,3.452380952380952
Sindhudurg,2021-04-14,0,Maharashtra,14.2,280,82,-0.19,8.6,1,3,2.4,2.0,0.53,2.1,8.3,21.5,21.5,3.9,0,3.053,1.849,0.6621621621621622,5.657894736842105
Malappuram,2021-07-26,1,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,9.9,41.4,122.2,251.2,19.7,1,22.3626,20.347199999999997,0.5638730675345809,48.30769230769231
Satara,2021-07-23,1,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,174.2,411.9,622.0,886.3,174.2,1,133.73,67.35879999999999,1.9582463465553235,100.71590909090908
Shivamogga,2022-08-18,1,Karnataka,17.3,540,118,-0.29,8.2,0,3,1.6,2.5,0.65,17.4,18.9,25.0,129.6,17.4,1,4.325,10.627199999999998,4.739299610894941,20.249999999999996
Malappuram,2016-12-19,0,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,0.0,0.1,23.9,25.6,0.1,0,4.3737,2.0736000000000003,0.0,4.923076923076923
Thrissur,2016-03-13,0,Kerala,12.1,210,102,-0.15,8.9,1,1,2.8,1.9,0.52,1.3,2.8,4.3,15.0,1.3,0,0.5203,1.335,1.8200000000000003,4.838709677419355
Idukki,2023-07-08,0,Kerala,28.2,1050,95,-0.55,7.2,0,2,0.9,3.1,0.68,8.2,39.3,167.7,222.6,15.7,1,47.291399999999996,16.0272,0.340855106888361,19.356521739130436
Shivamogga,2020-08-17,0,Karnataka,17.3,540,118,-0.29,8.2,0,3,1.6,2.5,0.65,14.1,45.6,58.4,228.8,27.6,1,10.103200000000001,18.761599999999998,1.6700507614213198,35.75
Chikmagalur,2022-01-21,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Malappuram,2021-02-20,0,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,8.0,11.3,11.7,11.7,8.0,0,2.1411,0.9477,4.516129032258065,2.25
Idukki,2022-09-19,0,Kerala,28.2,1050,95,-0.55,7.2,0,2,0.9,3.1,0.68,1.2,6.9,13.1,101.7,3.0,1,3.6941999999999995,7.3224,0.608695652173913,8.843478260869565
Kodagu,2019-07-23,0,Karnataka,26.8,1100,85,-0.61,7.0,0,2,0.7,3.4,0.74,22.6,106.3,196.5,304.3,51.6,1,52.662,21.301,0.8022312373225152,25.358333333333334
Pune,2019-08-10,1,Maharashtra,13.4,580,130,-0.17,8.8,2,3,3.2,1.8,0.38,22.8,70.1,274.1,658.4,24.6,1,36.729400000000005,57.9392,0.5807860262008734,96.82352941176471
Thrissur,2017-06-02,0,Kerala,12.1,210,102,-0.15,8.9,1,1,2.8,1.9,0.52,34.3,76.2,130.9,191.5,34.3,1,15.8389,17.0435,1.8244680851063828,61.774193548387096
Kozhikode,2018-06-17,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,10.8,37.7,129.8,293.9,14.6,1,20.378600000000002,24.687599999999996,0.5793103448275861,69.97619047619047
Kozhikode,2019-07-23,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,13.8,86.0,190.5,301.9,37.4,1,29.9085,25.3596,0.5052301255230125,71.88095238095238
Uttara Kannada,2020-08-10,1,Karnataka,19.6,610,105,-0.35,7.9,0,3,1.1,2.6,0.71,25.0,58.6,180.7,325.4,25.0,1,35.4172,25.706599999999998,0.9647188533627343,45.83098591549296
Wayanad,2018-08-19,0,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,2.8,33.5,189.3,297.8,23.4,1,46.3785,23.2284,0.10315789473684209,30.701030927835056
Wayanad,2019-01-12,0,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,0.0,0.0,0.0,3.0,0.0,0,0.0,0.23399999999999999,0.0,0.30927835051546393
Pune,2020-09-14,0,Maharashtra,13.4,580,130,-0.17,8.8,2,3,3.2,1.8,0.38,3.8,23.1,84.0,153.5,15.2,1,11.256000000000002,13.508000000000003,0.3140495867768595,22.573529411764707
Wayanad,2024-07-29,1,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,52.6,66.6,115.7,264.0,52.6,1,28.346500000000002,20.592,3.163230240549828,27.216494845360828
Malappuram,2022-08-22,0,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,23.9,32.4,40.7,94.9,23.9,1,7.4481,7.6869000000000005,4.041062801932367,18.25
Raigad,2016-09-07,0,Maharashtra,18.9,520,88,-0.33,7.8,1,3,1.3,2.4,0.51,3.3,8.6,37.5,195.8,3.3,1,7.0875,15.2724,0.6047120418848168,31.580645161290324
Shivamogga,2017-08-20,0,Karnataka,17.3,540,118,-0.29,8.2,0,3,1.6,2.5,0.65,6.2,17.1,27.4,50.2,7.9,1,4.7402,4.1164,1.5444839857651247,7.84375
Nilgiris,2020-01-26,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,0.0,0.0,0.0,4.5,0.0,0,0.0,0.3105,0.0,0.234375
Malappuram,2016-12-02,0,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,10.8,11.1,11.1,11.9,10.8,0,2.0313,0.9639,6.40677966101695,2.2884615384615383
Raigad,2019-06-22,0,Maharashtra,18.9,520,88,-0.33,7.8,1,3,1.3,2.4,0.51,0.5,3.3,25.3,121.7,2.6,1,4.7817,9.4926,0.1346153846153846,19.629032258064516
Dakshina Kannada,2023-09-20,0,Karnataka,20.1,490,96,-0.38,7.7,0,1,1.0,2.7,0.7,5.0,18.4,99.4,206.7,9.9,1,19.979400000000002,15.915899999999999,0.34965034965034963,35.03389830508474
Satara,2019-07-22,1,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,37.6,96.7,132.8,341.9,45.4,1,28.552000000000003,25.984399999999997,1.9715355805243444,38.85227272727272
Uttara Kannada,2015-07-04,0,Karnataka,19.6,610,105,-0.35,7.9,0,3,1.1,2.6,0.71,0.5,12.2,35.0,115.6,9.7,1,6.86,9.1324,0.09803921568627452,16.281690140845072
Nilgiris,2017-11-09,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,0.7,13.6,31.6,61.6,9.2,0,8.626800000000001,4.2504,0.15170278637770898,3.2083333333333335
Kozhikode,2015-11-05,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,14.8,24.1,66.6,94.0,14.8,0,10.456199999999999,7.896,1.5393759286775632,22.38095238095238
Chikmagalur,2016-04-26,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,0.2,0.2,0.7,2.2,0.2,0,0.15679999999999997,0.165,1.0,0.22222222222222224
Kozhikode,2019-01-20,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,0.0,0.0,0.0,0.1,0.0,0,0.0,0.008400000000000001,0.0,0.023809523809523808
Malappuram,2018-08-10,1,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,12.8,98.5,124.8,197.2,44.8,1,22.8384,15.973199999999999,0.7139442231075697,37.92307692307692
Wayanad,2022-08-10,0,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,6.2,33.1,139.9,327.8,14.8,1,34.2755,25.5684,0.3086770981507823,33.79381443298969
Coimbatore,2017-01-21,0,Tamil Nadu,11.8,440,125,-0.14,9.1,2,2,3.5,1.7,0.41,7.1,7.2,7.1,7.2,7.1,0,0.8378,0.6552,6.371794871794871,1.3333333333333333
Chikmagalur,2023-11-23,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,0.6,0.9,1.3,11.7,0.6,0,0.29119999999999996,0.8775,2.1,1.1818181818181817
Shivamogga,2020-08-07,1,Karnataka,17.3,540,118,-0.29,8.2,0,3,1.6,2.5,0.65,25.3,73.5,140.8,233.6,25.3,1,24.358400000000003,19.155199999999997,1.2515901060070669,36.5
Ratnagiri,2017-03-01,0,Maharashtra,16.8,350,75,-0.25,8.3,1,3,2.0,2.1,0.55,0.0,0.2,0.2,0.2,0.1,0,0.033600000000000005,0.0166,0.0,0.044444444444444446
Wayanad,2021-07-30,1,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,2.7,8.8,51.1,181.4,3.5,1,12.5195,14.1492,0.3648648648648649,18.701030927835053
Pune,2021-07-22,0,Maharashtra,13.4,580,130,-0.17,8.8,2,3,3.2,1.8,0.38,60.8,194.0,362.6,534.0,95.2,1,48.5884,46.992000000000004,1.1714836223506742,78.52941176470588
Raigad,2019-08-10,1,Maharashtra,18.9,520,88,-0.33,7.8,1,3,1.3,2.4,0.51,23.8,70.3,314.1,742.6,25.7,1,59.3649,57.922799999999995,0.5292249047013977,119.7741935483871
Thrissur,2023-08-17,0,Kerala,12.1,210,102,-0.15,8.9,1,1,2.8,1.9,0.52,0.2,0.3,14.2,34.8,0.2,1,1.7182,3.0971999999999995,0.09395973154362416,11.225806451612902
Uttara Kannada,2020-06-20,0,Karnataka,19.6,610,105,-0.35,7.9,0,3,1.1,2.6,0.71,1.0,25.1,110.9,186.2,13.2,1,21.736400000000003,14.7098,0.06272401433691756,26.225352112676056
Shivamogga,2016-09-27,0,Karnataka,17.3,540,118,-0.29,8.2,0,3,1.6,2.5,0.65,2.2,15.2,38.3,67.1,7.5,1,6.625900000000001,5.502199999999999,0.39487179487179497,10.484374999999998
Nilgiris,2017-08-22,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,1.0,13.4,27.4,74.4,7.5,1,7.4802,5.1336,0.2491103202846975,3.8750000000000004
Dakshina Kannada,2015-12-24,0,Karnataka,20.1,490,96,-0.38,7.7,0,1,1.0,2.7,0.7,0.0,0.0,0.1,4.8,0.0,0,0.020100000000000003,0.3696,0.0,0.8135593220338982
Coimbatore,2020-12-22,0,Tamil Nadu,11.8,440,125,-0.14,9.1,2,2,3.5,1.7,0.41,0.0,0.0,6.4,17.0,0.0,0,0.7552000000000001,1.547,0.0,3.148148148148148
Theni,2019-09-07,0,Tamil Nadu,23.9,940,92,-0.51,7.3,0,2,1.1,3.0,0.66,1.1,4.9,12.7,32.5,2.1,1,3.0353,2.3725,0.5746268656716418,3.125
Dindigul,2021-01-26,0,Tamil Nadu,17.6,620,108,-0.31,8.0,1,2,2.0,2.3,0.49,0.0,0.0,1.4,60.8,0.0,0,0.2464,4.864,0.0,8.444444444444445
Ratnagiri,2018-09-17,0,Maharashtra,16.8,350,75,-0.25,8.3,1,3,2.0,2.1,0.55,0.3,2.4,3.1,14.2,1.3,1,0.5208,1.1786,0.5526315789473684,3.1555555555555554
Idukki,2020-07-14,1,Kerala,28.2,1050,95,-0.55,7.2,0,2,0.9,3.1,0.68,5.4,21.7,72.6,151.1,11.8,1,20.4732,10.8792,0.5156889495225103,13.139130434782608
Wayanad,2021-12-26,0,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,0.0,0.0,0.0,2.9,0.0,0,0.0,0.22619999999999998,0.0,0.29896907216494845
Coimbatore,2018-08-01,0,Tamil Nadu,11.8,440,125,-0.14,9.1,2,2,3.5,1.7,0.41,3.6,17.1,31.2,62.6,10.7,1,3.6816000000000004,5.6966,0.7899686520376176,11.592592592592592
Sindhudurg,2018-04-14,0,Maharashtra,14.2,280,82,-0.19,8.6,1,3,2.4,2.0,0.53,0.4,0.5,1.0,1.6,0.4,0,0.142,0.1376,1.647058823529412,0.4210526315789474
Nilgiris,2018-08-16,1,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,11.3,47.2,68.3,98.2,23.6,1,18.645899999999997,6.7758,1.146376811594203,5.114583333333334
Kolhapur,2015-07-14,0,Maharashtra,15.1,460,110,-0.21,8.5,1,3,2.2,2.1,0.46,0.7,5.1,21.1,45.3,2.5,1,3.1861,3.8504999999999994,0.22477064220183482,8.089285714285714
Kolhapur,2019-03-10,0,Maharashtra,15.1,460,110,-0.21,8.5,1,3,2.2,2.1,0.46,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pune,2021-07-25,1,Maharashtra,13.4,580,130,-0.17,8.8,2,3,3.2,1.8,0.38,27.8,150.8,418.6,649.5,85.0,1,56.092400000000005,57.156000000000006,0.46410684474123537,95.51470588235294
Dindigul,2020-08-26,0,Tamil Nadu,17.6,620,108,-0.31,8.0,1,2,2.0,2.3,0.49,3.4,33.6,45.8,47.1,24.3,1,8.0608,3.7680000000000002,0.5118279569892473,6.541666666666667
Wayanad,2016-02-03,0,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,0.0,0.0,0.0,5.2,0.0,0,0.0,0.4056,0.0,0.5360824742268042
Satara,2015-06-21,0,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,64.8,177.3,246.5,340.2,76.8,1,52.9975,25.8552,1.8349514563106795,38.65909090909091
Shivamogga,2021-11-14,0,Karnataka,17.3,540,118,-0.29,8.2,0,3,1.6,2.5,0.65,27.7,40.7,42.8,84.1,27.7,0,7.404399999999999,6.8961999999999986,4.4574712643678165,13.140624999999998
Chikmagalur,2019-07-14,1,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,6.0,10.9,58.1,131.7,6.0,1,13.0144,9.8775,0.7142857142857143,13.303030303030301
Chikmagalur,2021-06-19,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,20.3,55.1,135.7,183.5,21.7,1,30.396799999999995,13.7625,1.0417888563049855,18.535353535353536
Pune,2017-06-04,0,Maharashtra,13.4,580,130,-0.17,8.8,2,3,3.2,1.8,0.38,1.8,8.9,21.4,22.1,4.4,1,2.8676,1.9448,0.5701357466063349,3.2500000000000004
Chikmagalur,2023-11-27,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,0.0,0.1,1.2,1.6,0.1,0,0.2688,0.12,0.0,0.16161616161616163
Raigad,2022-06-19,0,Maharashtra,18.9,520,88,-0.33,7.8,1,3,1.3,2.4,0.51,29.3,42.2,61.5,108.6,29.3,1,11.6235,8.470799999999999,3.297427652733119,17.516129032258064
Satara,2017-09-09,0,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,8.0,51.2,54.9,243.2,31.0,1,11.8035,18.4832,1.0071942446043167,27.636363636363633
Kolhapur,2021-07-22,1,Maharashtra,15.1,460,110,-0.21,8.5,1,3,2.2,2.1,0.46,92.4,196.8,301.8,455.6,92.4,1,45.5718,38.726000000000006,2.138181818181818,81.35714285714286
Pune,2018-03-12,0,Maharashtra,13.4,580,130,-0.17,8.8,2,3,3.2,1.8,0.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Chikmagalur,2016-04-23,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,0.0,0.4,1.1,3.3,0.4,0,0.2464,0.2475,0.0,0.3333333333333333
Chikmagalur,2022-06-01,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,4.5,11.3,17.5,126.7,4.7,1,3.92,9.5025,1.7307692307692306,12.797979797979798
Uttara Kannada,2017-11-03,0,Karnataka,19.6,610,105,-0.35,7.9,0,3,1.1,2.6,0.71,0.0,0.0,0.0,19.0,0.0,0,0.0,1.501,0.0,2.676056338028169
Kozhikode,2019-08-09,1,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,74.4,254.4,355.5,392.6,114.8,1,55.8135,32.9784,1.4620999438517688,93.47619047619048
Theni,2021-11-19,1,Tamil Nadu,23.9,940,92,-0.51,7.3,0,2,1.1,3.0,0.66,5.8,45.3,73.1,141.5,33.5,0,17.470899999999997,10.329500000000001,0.5501355013550137,13.60576923076923
Malappuram,2018-08-19,0,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,4.5,46.4,256.4,418.9,31.1,1,46.9212,33.930899999999994,0.12252042007001167,80.5576923076923
Dindigul,2020-07-17,0,Tamil Nadu,17.6,620,108,-0.31,8.0,1,2,2.0,2.3,0.49,1.0,3.7,21.2,59.5,1.6,1,3.7312,4.76,0.319634703196347,8.26388888888889
Dakshina Kannada,2022-03-02,0,Karnataka,20.1,490,96,-0.38,7.7,0,1,1.0,2.7,0.7,0.0,0.0,0.1,0.2,0.0,0,0.020100000000000003,0.0154,0.0,0.03389830508474576
Dakshina Kannada,2019-08-19,0,Karnataka,20.1,490,96,-0.38,7.7,0,1,1.0,2.7,0.7,16.2,58.1,224.3,813.8,23.3,1,45.084300000000006,62.662600000000005,0.5039999999999999,137.9322033898305
Thrissur,2020-07-21,0,Kerala,12.1,210,102,-0.15,8.9,1,1,2.8,1.9,0.52,4.1,50.7,120.7,201.2,40.2,1,14.604700000000001,17.9068,0.2364085667215815,64.9032258064516
Idukki,2020-06-19,0,Kerala,28.2,1050,95,-0.55,7.2,0,2,0.9,3.1,0.68,5.6,16.7,42.9,101.8,7.5,1,12.0978,7.3296,0.8990825688073395,8.852173913043478
Nilgiris,2019-08-09,1,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,30.4,90.0,115.4,119.9,48.8,1,31.5042,8.273100000000001,1.832902670111972,6.244791666666667
Kodagu,2018-09-11,0,Karnataka,26.8,1100,85,-0.61,7.0,0,2,0.7,3.4,0.74,14.2,14.3,18.0,46.7,14.2,1,4.824000000000001,3.269,5.315508021390373,3.891666666666667
Chikmagalur,2016-06-13,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,15.0,23.6,64.0,122.8,15.0,1,14.335999999999999,9.21,1.6228748068006185,12.404040404040403
Raigad,2021-01-06,0,Maharashtra,18.9,520,88,-0.33,7.8,1,3,1.3,2.4,0.51,0.3,0.8,1.1,1.1,0.3,0,0.2079,0.0858,1.1666666666666665,0.1774193548387097
Ratnagiri,2020-04-17,0,Maharashtra,16.8,350,75,-0.25,8.3,1,3,2.0,2.1,0.55,0.6,2.5,4.1,6.8,1.6,0,0.6888,0.5644,0.8750000000000001,1.511111111111111
Kodagu,2020-03-21,0,Karnataka,26.8,1100,85,-0.61,7.0,0,2,0.7,3.4,0.74,0.0,1.9,2.0,2.2,1.7,0,0.536,0.15400000000000003,0.0,0.18333333333333335
Wayanad,2020-08-06,1,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,38.1,95.7,162.4,235.7,38.1,1,39.788000000000004,18.3846,1.6351931330472103,24.298969072164947
Kozhikode,2018-06-24,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,5.5,13.8,66.9,224.5,5.5,1,10.503300000000001,18.858,0.5695266272189349,53.45238095238095
Kozhikode,2020-08-21,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,4.2,11.7,51.1,281.7,4.7,1,8.0227,23.6628,0.5675675675675677,67.07142857142857
Wayanad,2019-08-08,1,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,96.5,161.4,206.3,224.1,96.5,1,50.5435,17.4798,3.263285024154589,23.103092783505154
Dindigul,2021-11-19,1,Tamil Nadu,17.6,620,108,-0.31,8.0,1,2,2.0,2.3,0.49,4.7,37.0,50.8,118.5,26.1,0,8.940800000000001,9.48,0.6388349514563108,16.458333333333332
Satara,2020-06-12,0,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,22.8,35.5,62.0,239.0,22.8,1,13.33,18.163999999999998,2.5454545454545454,27.159090909090907
Kozhikode,2017-11-20,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,4.7,7.1,8.0,46.1,4.7,0,1.256,3.8724000000000003,3.781609195402299,10.976190476190476
